iter	RMSE	R2
938	2.038395533	0.9990849466
939	2.036790604	0.9990863869
940	2.032869745	0.999089901
941	2.029456452	0.9990929546
942	2.026103859	0.999095949
943	2.02352343	0.9990982503
944	2.020132804	0.9991012697
945	2.017620959	0.9991035033
946	2.01636725	0.9991046171
947	2.012338776	0.9991081913
948	2.007637685	0.9991123532
949	2.00391615	0.9991156409
950	1.999315433	0.999119697
951	1.998271285	0.9991206163
952	1.996134023	0.9991224964
953	1.991548995	0.9991265229
954	1.990196498	0.9991277089
955	1.987877863	0.9991297402
956	1.984296855	0.9991328728
957	1.981768457	0.9991350812
958	1.977218297	0.9991390483
959	1.971743086	0.9991438099
960	1.967464325	0.9991475218
961	1.963970303	0.999150547
962	1.961956493	0.9991522881
963	1.958748631	0.9991550579
964	1.957479389	0.9991561526
965	1.953282135	0.9991597675
966	1.94852291	0.999163857
967	1.947413661	0.9991648087
968	1.943974421	0.9991677561
969	1.943051191	0.9991685464
970	1.940237289	0.9991709529
971	1.937917262	0.9991729343
972	1.935002348	0.9991754205
973	1.931689696	0.9991782414
974	1.927555462	0.9991817551
975	1.925172693	0.9991837768
976	1.921599483	0.9991868039
977	1.919043144	0.9991889661
978	1.915877109	0.99919164
979	1.914179463	0.9991930719
980	1.909921582	0.9991966578
981	1.908212408	0.9991980949
982	1.905914628	0.999200025
983	1.903003984	0.9992024665
984	1.901471171	0.9992037508
985	1.899492767	0.9992054068
986	1.89717598	0.999207344
987	1.895604371	0.9992086567
988	1.893262711	0.9992106106
989	1.892356978	0.9992113657
990	1.88959013	0.9992136702
991	1.886121122	0.9992165547
992	1.880266575	0.9992214108
993	1.879254922	0.9992222484
994	1.875319315	0.9992255026
995	1.872171938	0.9992281001
996	1.870013024	0.9992298793
997	1.865391293	0.9992336813
998	1.863734236	0.9992350422
999	1.861276905	0.999237058
